raceId,year,circuitId,driverId,constructorId,grid,positionOrder,statusId,status,is_dnf,driver_recent_form,constructor_recent_form,driver_circuit_form,constructor_circuit_form,driver_dnf_rate,qualifying_position,driver_recent_qualifying_form
243,1995,4,90,28,25,21,25,Overheating,1,23.800000000000004,12.850000000000001,31.0,12.794050599798199,0.8,25.0,24.0
243,1995,4,55,6,2,22,5,Engine,1,3.8500000000000005,3.1999999999999993,7.75,7.888888888888889,0.4943820224719101,2.0,6.4
243,1995,4,69,18,21,23,6,Gearbox,1,13.45,16.700000000000003,16.0,14.333333333333334,0.5882352941176471,21.0,17.0
243,1995,4,95,1,10,24,64,Handling,1,12.3,17.3,1.0,9.666666666666666,0.5235602094240838,10.0,3.8
243,1995,4,64,28,26,25,6,Gearbox,1,12.794050599798199,12.7,12.794050599798199,21.0,0.6666666666666666,26.0,25.333333333333332
243,1995,4,85,30,23,26,54,Withdrew,1,12.794050599798199,21.8,27.0,21.0,0.75,23.0,22.666666666666668
244,1995,6,30,22,2,1,1,Finished,0,11.399999999999999,7.55,8.333333333333334,13.166666666666666,0.3392857142857143,2.0,1.8
244,1995,6,71,3,1,2,1,Finished,0,12.250000000000002,10.55,17.333333333333332,8.970588235294118,0.3409090909090909,1.0,3.0
244,1995,6,77,6,4,3,1,Finished,0,3.05,5.8500000000000005,11.0,8.02020202020202,0.47305389221556887,4.0,5.8
244,1995,6,65,22,7,4,11,+1 Lap,0,16.15,9.75,14.75,12.526315789473685,0.5428571428571428,7.0,7.4
244,1995,6,87,1,10,5,11,+1 Lap,0,13.399999999999999,16.150000000000002,20.0,10.02,0.6,10.0,13.2
244,1995,6,49,15,14,6,12,+2 Laps,0,10.950000000000001,16.150000000000002,25.0,21.75,0.5,14.0,11.8
244,1995,6,94,18,18,7,12,+2 Laps,0,14.799999999999999,19.2,21.8,17.352941176470587,0.576271186440678,18.0,17.6
244,1995,6,96,15,19,8,14,+4 Laps,0,12.794050599798199,9.75,12.794050599798199,18.6,0.0,19.0,11.195826186392225
244,1995,6,81,29,13,9,14,+4 Laps,0,17.000000000000004,16.4,20.666666666666668,17.625,0.6071428571428571,13.0,14.2
244,1995,6,64,28,22,10,16,+6 Laps,0,12.794050599798199,15.15,12.794050599798199,12.794050599798199,0.75,22.0,25.5
244,1995,6,69,18,16,11,22,Suspension,1,16.450000000000003,13.4,26.0,16.77777777777778,0.6111111111111112,16.0,18.0
244,1995,6,44,27,12,12,20,Spun off,1,10.8,10.6,9.0,12.542857142857143,0.15,12.0,13.4
244,1995,6,63,25,17,13,6,Gearbox,1,13.149999999999999,15.950000000000001,12.794050599798199,11.708333333333334,0.5,17.0,13.4
244,1995,6,22,17,11,14,37,Throttle,1,11.599999999999998,14.6,14.5,15.75,0.5555555555555556,11.0,9.8
244,1995,6,92,30,21,15,6,Gearbox,1,22.7,22.150000000000002,19.2,13.5,0.8831168831168831,21.0,22.25
244,1995,6,55,6,5,16,20,Spun off,1,6.3500000000000005,4.5,5.8,7.97,0.5,5.0,5.4
244,1995,6,84,27,8,17,20,Spun off,1,12.500000000000002,9.350000000000001,11.222222222222221,12.527777777777779,0.539568345323741,8.0,10.2
244,1995,6,89,29,26,18,6,Gearbox,1,19.4,15.9,12.794050599798199,16.666666666666668,1.0,26.0,22.0
244,1995,6,79,25,15,19,20,Spun off,1,18.950000000000003,18.3,23.333333333333332,11.73469387755102,0.7115384615384616,15.0,14.6
244,1995,6,85,30,25,20,2,Disqualified,1,21.250000000000004,20.05,12.794050599798199,14.0,0.8,25.0,22.75
244,1995,6,56,17,9,21,20,Spun off,1,19.95,11.049999999999999,12.794050599798199,15.555555555555555,0.631578947368421,9.0,6.2
244,1995,6,14,3,3,22,6,Gearbox,1,6.250000000000001,3.9000000000000004,12.794050599798199,8.771428571428572,0.5,3.0,2.8
244,1995,6,90,28,24,23,23,Brakes,1,20.050000000000004,16.65,17.75,10.0,0.8032786885245902,24.0,24.25
244,1995,6,57,1,6,24,5,Engine,1,11.55,10.1,16.333333333333332,9.92156862745098,0.5,6.0,6.2
244,1995,6,50,31,23,25,6,Gearbox,1,20.900000000000002,18.25,12.794050599798199,16.0,0.6428571428571429,23.0,16.6
244,1995,6,93,31,20,26,54,Withdrew,1,18.9,19.400000000000002,12.794050599798199,20.5,0.5,20.0,23.4
245,1995,7,55,6,5,1,1,Finished,0,6.6,7.15,12.6,10.161290322580646,0.5054945054945055,5.0,4.8
245,1995,7,22,17,9,2,1,Finished,0,16.95,13.8,15.5,14.75,0.5675675675675675,9.0,11.0
245,1995,7,56,17,8,3,1,Finished,0,17.85,8.149999999999999,23.0,13.333333333333334,0.65,8.0,6.8
245,1995,7,44,27,11,4,1,Finished,0,14.899999999999999,10.149999999999999,12.0,14.451612903225806,0.19047619047619047,11.0,13.4
245,1995,7,30,22,1,5,1,Finished,0,5.249999999999999,11.450000000000001,1.6666666666666667,13.375,0.3333333333333333,1.0,1.8
245,1995,7,81,29,13,6,11,+1 Lap,0,12.1,18.3,17.333333333333332,17.125,0.5964912280701754,13.0,12.6
245,1995,7,63,25,15,7,11,+1 Lap,0,11.400000000000002,16.900000000000002,12.794050599798199,12.882352941176471,0.5714285714285714,15.0,12.4
245,1995,7,69,18,19,8,11,+1 Lap,0,17.2,14.35,15.0,17.235294117647058,0.631578947368421,19.0,17.6
245,1995,7,89,29,22,9,12,+2 Laps,0,16.25,12.9,12.794050599798199,15.88888888888889,1.0,22.0,22.0
245,1995,7,84,27,14,10,4,Collision,1,17.45,8.55,16.5,14.125,0.5428571428571428,14.0,10.4
245,1995,7,77,6,4,11,4,Collision,1,3.75,8.85,12.0,9.875,0.47023809523809523,4.0,4.4
245,1995,7,94,18,17,12,37,Throttle,1,17.799999999999997,14.300000000000002,15.333333333333334,16.72222222222222,0.5714285714285714,17.0,17.6
245,1995,7,90,28,23,13,69,Fuel system,1,15.150000000000002,18.7,22.5,12.794050599798199,0.8064516129032258,23.0,24.2
245,1995,7,71,3,2,14,6,Gearbox,1,7.400000000000001,7.550000000000001,11.666666666666666,10.333333333333334,0.3333333333333333,2.0,2.6
245,1995,7,87,1,10,15,5,Engine,1,12.500000000000002,15.0,20.666666666666668,10.59375,0.5882352941176471,10.0,12.4
245,1995,7,79,25,16,16,5,Engine,1,17.05,12.549999999999999,18.0,12.714285714285714,0.7169811320754716,16.0,14.6
245,1995,7,92,30,20,17,84,Battery,1,19.4,21.6,23.0,23.5,0.8846153846153846,20.0,22.0
245,1995,7,49,15,12,18,5,Engine,1,13.150000000000002,12.15,25.0,15.5,0.47619047619047616,12.0,12.6
245,1995,7,64,28,24,19,6,Gearbox,1,12.25,19.75,12.794050599798199,13.0,0.6,24.0,24.8
245,1995,7,96,15,18,20,20,Spun off,1,12.794050599798199,9.950000000000001,12.794050599798199,16.0,0.0,18.0,19.0
245,1995,7,85,30,21,21,6,Gearbox,1,17.15,20.45,12.794050599798199,21.333333333333332,0.8333333333333334,21.0,23.2
245,1995,7,14,3,3,22,20,Spun off,1,10.05,9.75,5.0,10.441176470588236,0.5384615384615384,3.0,2.8
245,1995,7,65,22,6,23,4,Collision,1,9.450000000000001,1.9500000000000002,19.6,12.882352941176471,0.5352112676056338,6.0,7.4
245,1995,7,57,1,7,24,4,Collision,1,12.3,17.85,19.0,10.727272727272727,0.509090909090909,7.0,6.6
246,1995,8,30,22,2,1,1,Finished,0,8.45,4.45,8.0,10.125,0.3275862068965517,2.0,1.6
246,1995,8,71,3,1,2,1,Finished,0,2.85,14.200000000000003,11.333333333333334,3.5,0.34782608695652173,1.0,2.8
246,1995,8,14,3,3,3,1,Finished,0,15.55,10.8,12.794050599798199,3.3333333333333335,0.5714285714285714,3.0,2.8
246,1995,8,84,27,9,4,1,Finished,0,11.2,10.549999999999999,12.0,13.375,0.5460992907801419,9.0,10.2
246,1995,8,55,6,4,5,1,Finished,0,6.299999999999999,13.15,12.0,10.375,0.5,4.0,4.6
246,1995,8,22,17,5,6,11,+1 Lap,0,14.450000000000001,9.950000000000001,11.5,16.625,0.5526315789473685,5.0,9.6
246,1995,8,57,1,8,7,11,+1 Lap,0,17.950000000000003,18.35,14.666666666666666,14.25,0.5178571428571429,8.0,6.6
246,1995,8,44,27,6,8,11,+1 Lap,0,7.550000000000002,11.05,21.0,12.333333333333334,0.18181818181818182,6.0,13.6
246,1995,8,56,17,11,9,11,+1 Lap,0,13.55,12.050000000000002,24.0,15.444444444444445,0.6190476190476191,11.0,6.8
246,1995,8,49,15,12,10,11,+1 Lap,0,7.1000000000000005,11.700000000000001,4.0,12.25,0.5,12.0,12.2
246,1995,8,87,1,13,11,12,+2 Laps,0,12.100000000000001,13.35,16.333333333333332,13.444444444444445,0.5961538461538461,13.0,11.8
246,1995,8,77,6,7,12,12,+2 Laps,0,5.0,6.950000000000001,15.75,9.777777777777779,0.47337278106508873,7.0,4.2
246,1995,8,69,18,17,13,13,+3 Laps,0,19.250000000000004,14.600000000000001,18.0,16.125,0.6,17.0,17.8
246,1995,8,81,29,16,14,13,+3 Laps,0,12.4,14.05,17.0,16.125,0.5862068965517241,16.0,12.6
246,1995,8,63,25,14,15,13,+3 Laps,0,13.8,14.799999999999999,12.794050599798199,15.125,0.5,14.0,13.0
246,1995,8,90,28,24,16,16,+6 Laps,0,15.150000000000002,19.15,13.0,12.794050599798199,0.8095238095238095,24.0,24.2
246,1995,8,85,30,21,17,62,Not classified,1,22.55,20.95,12.794050599798199,27.5,0.8571428571428571,21.0,23.0
246,1995,8,96,15,15,18,6,Gearbox,1,12.794050599798199,10.1,12.794050599798199,11.8,0.5,15.0,18.5
246,1995,8,92,30,22,19,6,Gearbox,1,20.3,17.35,26.0,24.0,0.8860759493670886,22.0,22.0
246,1995,8,94,18,20,20,6,Gearbox,1,12.600000000000001,9.250000000000002,8.0,15.777777777777779,0.575,20.0,17.6
246,1995,8,65,22,10,21,20,Spun off,1,6.35,4.55,11.25,9.11111111111111,0.5416666666666666,10.0,7.8
246,1995,8,89,29,18,22,4,Collision,1,18.2,11.3,12.794050599798199,15.88888888888889,0.8571428571428571,18.0,22.2
246,1995,8,79,25,19,23,4,Collision,1,14.35,14.1,16.666666666666668,15.11111111111111,0.7222222222222222,19.0,15.6
246,1995,8,64,28,23,24,20,Spun off,1,14.4,15.2,12.794050599798199,16.0,0.6666666666666666,23.0,24.6
247,1995,9,65,22,5,1,1,Finished,0,8.3,8.5,13.25,8.9375,0.547945205479452,5.0,7.6
247,1995,9,55,6,6,2,1,Finished,0,9.299999999999999,10.0,12.666666666666666,10.014285714285714,0.4946236559139785,6.0,4.2
247,1995,9,14,3,3,3,1,Finished,0,11.649999999999999,16.1,5.0,9.92,0.5333333333333333,3.0,3.2
247,1995,9,44,27,13,4,1,Finished,0,8.1,10.500000000000002,12.0,14.28,0.17391304347826086,13.0,11.2
247,1995,9,87,1,10,5,1,Finished,0,10.75,18.750000000000004,14.0,10.621621621621621,0.5849056603773585,10.0,11.8
247,1995,9,49,15,12,6,11,+1 Lap,0,8.100000000000001,13.5,7.0,14.5,0.4782608695652174,12.0,12.8
247,1995,9,94,18,15,7,11,+1 Lap,0,12.55,11.5,14.25,15.470588235294118,0.5785123966942148,15.0,18.4
247,1995,9,63,25,23,8,11,+1 Lap,0,15.45,15.550000000000002,12.794050599798199,12.25,0.4444444444444444,23.0,14.4
247,1995,9,96,15,16,9,11,+1 Lap,0,12.794050599798199,16.1,12.794050599798199,12.8,0.6666666666666666,16.0,17.333333333333332
247,1995,9,69,18,18,10,11,+1 Lap,0,15.100000000000003,10.85,19.0,15.0,0.5714285714285714,18.0,18.6
247,1995,9,22,17,9,11,4,Collision,1,12.649999999999999,10.85,7.0,15.375,0.5384615384615384,9.0,8.6
247,1995,9,92,30,21,12,13,+3 Laps,0,18.049999999999997,19.0,20.4,27.5,0.8875,21.0,21.8
247,1995,9,90,28,22,13,5,Engine,1,18.0,19.300000000000004,27.75,12.794050599798199,0.796875,22.0,24.2
247,1995,9,30,22,2,14,4,Collision,1,11.4,10.1,7.666666666666667,8.470588235294118,0.3220338983050847,2.0,1.4
247,1995,9,71,3,1,15,4,Collision,1,3.3000000000000003,12.000000000000004,11.0,9.653846153846153,0.3404255319148936,1.0,2.6
247,1995,9,97,29,17,16,20,Spun off,1,12.794050599798199,13.649999999999999,12.794050599798199,16.125,0.0,17.0,11.195826186392225
247,1995,9,79,25,14,17,60,Out of fuel,1,19.150000000000002,12.150000000000002,15.0,12.121212121212121,0.7272727272727273,14.0,16.4
247,1995,9,85,30,24,18,20,Spun off,1,22.500000000000004,17.7,12.794050599798199,22.333333333333332,0.875,24.0,22.8
247,1995,9,57,1,8,19,10,Electrical,1,13.2,14.65,7.0,10.473684210526315,0.5087719298245614,8.0,7.2
247,1995,9,77,6,4,20,36,Wheel,1,4.700000000000001,5.3,12.88888888888889,9.901408450704226,0.47058823529411764,4.0,4.0
247,1995,9,84,27,11,21,20,Spun off,1,7.4,5.8999999999999995,13.428571428571429,13.884615384615385,0.5422535211267606,11.0,10.2
247,1995,9,89,29,19,22,20,Spun off,1,20.549999999999997,10.549999999999999,12.794050599798199,16.11111111111111,0.875,19.0,20.6
247,1995,9,64,28,20,23,6,Gearbox,1,18.05,16.05,12.794050599798199,13.0,0.7142857142857143,20.0,24.2
247,1995,9,56,17,7,24,10,Electrical,1,8.799999999999999,4.45,26.0,14.88888888888889,0.5909090909090909,7.0,8.2
248,1995,10,30,22,2,1,1,Finished,0,2.9000000000000004,14.100000000000001,5.333333333333333,11.61111111111111,0.3333333333333333,2.0,1.6
248,1995,10,14,3,3,2,1,Finished,0,16.200000000000003,11.55,13.0,9.34375,0.5,3.0,3.2
248,1995,10,77,6,4,3,1,Finished,0,6.800000000000001,9.65,9.444444444444445,10.61111111111111,0.47368421052631576,4.0,4.4
248,1995,10,65,22,9,4,1,Finished,0,7.449999999999999,7.300000000000001,17.0,11.052631578947368,0.5405405405405406,9.0,7.0
248,1995,10,96,15,14,5,11,+1 Lap,0,12.794050599798199,14.7,12.794050599798199,17.75,0.5,14.0,17.0
248,1995,10,88,27,18,6,11,+1 Lap,0,11.15,8.700000000000001,24.2,12.34375,0.7294117647058823,18.0,17.5
248,1995,10,79,25,17,7,11,+1 Lap,0,17.55,16.1,19.333333333333332,14.852941176470589,0.7321428571428571,17.0,16.2
248,1995,10,85,30,23,8,13,+3 Laps,0,22.05,18.5,12.794050599798199,27.5,0.8888888888888888,23.0,22.8
248,1995,10,56,17,6,9,14,+4 Laps,0,11.0,7.550000000000001,20.0,15.625,0.6086956521739131,6.0,8.2
248,1995,10,57,1,7,10,5,Engine,1,19.399999999999995,15.400000000000002,20.0,10.194444444444445,0.5172413793103449,7.0,7.6
248,1995,10,49,15,11,11,5,Engine,1,9.0,10.8,19.0,15.2,0.4583333333333333,11.0,12.4
248,1995,10,69,18,16,12,44,Oil leak,1,15.450000000000001,12.75,24.0,19.88888888888889,0.5454545454545454,16.0,18.2
248,1995,10,86,30,24,13,6,Gearbox,1,12.794050599798199,15.950000000000003,12.794050599798199,21.0,0.0,24.0,11.195826186392225
248,1995,10,90,28,22,14,86,Halfshaft,1,19.000000000000004,18.8,26.5,12.794050599798199,0.8,22.0,23.6
248,1995,10,22,17,5,15,5,Engine,1,8.3,9.600000000000001,19.5,14.88888888888889,0.55,5.0,8.4
248,1995,10,87,1,8,16,5,Engine,1,13.1,9.200000000000001,10.666666666666666,10.18918918918919,0.5740740740740741,8.0,12.0
248,1995,10,44,27,12,17,47,Water leak,1,7.2,6.9,2.0,12.151515151515152,0.16666666666666666,12.0,11.4
248,1995,10,55,6,10,18,5,Engine,1,13.65,7.6,8.666666666666666,10.405405405405405,0.48936170212765956,10.0,4.4
248,1995,10,94,18,20,19,5,Engine,1,11.85,13.45,18.428571428571427,19.473684210526315,0.5737704918032787,20.0,17.8
248,1995,10,89,29,19,20,6,Gearbox,1,17.85,14.2,12.794050599798199,17.625,0.8888888888888888,19.0,20.6
248,1995,10,64,28,21,21,23,Brakes,1,20.05,18.049999999999997,12.794050599798199,14.0,0.75,21.0,23.0
248,1995,10,71,3,1,22,20,Spun off,1,5.9,3.7,17.666666666666668,9.121212121212121,0.3541666666666667,1.0,2.0
248,1995,10,63,25,13,23,8,Clutch,1,10.600000000000001,15.349999999999998,12.794050599798199,14.628571428571428,0.4,13.0,16.4
248,1995,10,97,29,15,24,6,Gearbox,1,12.794050599798199,17.700000000000003,12.794050599798199,17.88888888888889,1.0,15.0,17.0
249,1995,11,71,3,1,1,1,Finished,0,8.3,6.6000000000000005,4.666666666666667,6.333333333333333,0.3673469387755102,1.0,1.2
249,1995,11,14,3,2,2,1,Finished,0,15.25,7.55,15.0,6.052631578947368,0.47058823529411764,2.0,3.0
249,1995,11,77,6,4,3,11,+1 Lap,0,8.05,10.400000000000002,10.444444444444445,13.666666666666666,0.47093023255813954,4.0,4.6
249,1995,11,65,22,9,4,11,+1 Lap,0,11.0,11.25,21.0,11.0,0.5333333333333333,9.0,7.4
249,1995,11,49,15,11,5,11,+1 Lap,0,10.1,11.649999999999999,18.0,16.75,0.48,11.0,12.2
249,1995,11,44,27,10,6,11,+1 Lap,0,9.100000000000001,9.649999999999999,6.0,15.0,0.2,10.0,10.8
249,1995,11,22,17,14,7,11,+1 Lap,0,9.6,12.35,26.0,16.625,0.5609756097560976,14.0,7.8
249,1995,11,69,18,12,8,12,+2 Laps,0,10.55,14.35,19.0,18.38888888888889,0.5652173913043478,12.0,17.2
249,1995,11,83,18,15,9,13,+3 Laps,0,16.900000000000002,9.8,12.794050599798199,17.842105263157894,0.625,15.0,23.333333333333332
249,1995,11,96,15,19,10,13,+3 Laps,0,12.299999999999999,7.0,12.794050599798199,14.4,0.4,19.0,16.4
249,1995,11,30,22,3,11,5,Engine,1,3.3000000000000003,4.8500000000000005,11.0,10.631578947368421,0.32786885245901637,3.0,1.8
249,1995,11,85,30,22,12,14,+4 Laps,0,18.400000000000002,15.400000000000002,12.794050599798199,27.5,0.8,22.0,22.8
249,1995,11,56,17,7,13,8,Clutch,1,13.8,13.95,25.0,15.555555555555555,0.5833333333333334,7.0,8.2
249,1995,11,84,27,8,14,5,Engine,1,11.85,10.049999999999999,10.0,14.526315789473685,0.5454545454545454,8.0,10.6
249,1995,11,63,25,16,15,37,Throttle,1,12.3,16.75,12.794050599798199,14.38888888888889,0.45454545454545453,16.0,16.4
249,1995,11,87,1,13,16,95,Fuel leak,1,9.5,11.1,10.333333333333334,9.444444444444445,0.5818181818181818,13.0,10.2
249,1995,11,79,25,17,17,20,Spun off,1,17.45,12.3,16.333333333333332,14.421052631578947,0.7192982456140351,17.0,16.2
249,1995,11,97,29,20,18,23,Brakes,1,12.794050599798199,20.5,12.794050599798199,17.5,1.0,20.0,16.0
249,1995,11,55,6,6,19,23,Brakes,1,9.4,8.350000000000001,15.0,13.105263157894736,0.49473684210526314,6.0,6.0
249,1995,11,64,28,23,20,5,Engine,1,16.75,19.8,12.794050599798199,12.794050599798199,0.7777777777777778,23.0,22.0
249,1995,11,89,29,18,21,5,Engine,1,16.95,19.1,12.794050599798199,17.555555555555557,0.9,18.0,20.8
249,1995,11,90,28,21,22,6,Gearbox,1,17.55,17.15,26.75,20.0,0.803030303030303,21.0,23.0
249,1995,11,86,30,24,23,20,Spun off,1,12.794050599798199,13.0,12.794050599798199,22.333333333333332,1.0,24.0,24.0
249,1995,11,57,1,5,24,5,Engine,1,19.55,11.45,9.0,9.789473684210526,0.5254237288135594,5.0,7.2
250,1995,13,30,22,16,1,1,Finished,0,5.549999999999999,7.950000000000001,10.75,7.277777777777778,0.3387096774193548,16.0,2.0
250,1995,13,71,3,8,2,1,Finished,0,10.65,10.1,1.0,8.954545454545455,0.36,8.0,1.2
250,1995,13,84,27,13,3,1,Finished,0,13.4,14.45,12.0,14.636363636363637,0.5486111111111112,13.0,10.0
250,1995,13,49,15,10,4,1,Finished,0,12.2,8.0,24.0,17.0,0.46153846153846156,10.0,11.6
250,1995,13,87,1,6,5,1,Finished,0,12.7,16.5,7.333333333333333,6.9523809523809526,0.5892857142857143,6.0,10.8
250,1995,13,22,17,12,6,1,Finished,0,6.1499999999999995,16.1,21.0,18.5,0.5476190476190477,12.0,8.4
250,1995,13,65,22,4,7,1,Finished,0,15.400000000000002,3.2,12.6,6.947368421052632,0.5263157894736842,4.0,7.8
250,1995,13,63,25,11,8,1,Finished,0,11.55,15.2,12.794050599798199,16.38095238095238,0.5,11.0,16.2
250,1995,13,44,27,9,9,1,Finished,0,6.5,9.250000000000002,7.0,14.130434782608695,0.19230769230769232,9.0,10.4
250,1995,13,83,18,17,10,1,Finished,0,11.75,11.55,12.794050599798199,18.0,0.5555555555555556,17.0,21.25
250,1995,13,96,15,14,11,11,+1 Lap,0,15.35,6.9,12.794050599798199,14.4,0.3333333333333333,14.0,16.4
250,1995,13,89,29,18,12,11,+1 Lap,0,16.5,21.3,12.794050599798199,18.875,0.9090909090909091,18.0,19.2
250,1995,13,64,28,24,13,12,+2 Laps,0,21.150000000000002,20.05,12.794050599798199,12.794050599798199,0.8,24.0,22.2
250,1995,13,90,28,22,14,12,+2 Laps,0,14.75,17.35,24.0,13.0,0.8059701492537313,22.0,22.4
250,1995,13,79,25,15,15,20,Spun off,1,17.099999999999998,13.3,17.333333333333332,16.0,0.7241379310344828,15.0,16.6
250,1995,13,86,30,23,16,6,Gearbox,1,12.794050599798199,14.649999999999999,12.794050599798199,27.5,1.0,23.0,24.0
250,1995,13,69,18,19,17,20,Spun off,1,9.950000000000001,12.65,13.0,17.6,0.5416666666666666,19.0,16.4
250,1995,13,77,6,1,18,10,Electrical,1,11.000000000000002,13.65,14.8,10.380952380952381,0.4682080924855491,1.0,4.6
250,1995,13,56,17,7,19,42,Heat shield fire,1,9.25,10.3,13.0,17.11111111111111,0.6,7.0,7.8
250,1995,13,97,29,20,20,20,Spun off,1,12.794050599798199,20.0,12.794050599798199,18.11111111111111,1.0,20.0,17.333333333333332
250,1995,13,85,30,21,21,60,Out of fuel,1,17.349999999999998,12.15,12.794050599798199,23.666666666666668,0.7272727272727273,21.0,22.2
250,1995,13,14,3,5,22,6,Gearbox,1,10.399999999999999,6.8500000000000005,4.0,8.652173913043478,0.4444444444444444,5.0,2.8
250,1995,13,55,6,2,23,22,Suspension,1,5.65,9.850000000000001,19.4,10.470588235294118,0.5,2.0,6.2
250,1995,13,57,1,3,24,20,Spun off,1,17.6,13.3,8.666666666666666,6.863636363636363,0.5333333333333333,3.0,7.0
251,1995,14,65,22,8,1,1,Finished,0,10.35,5.05,20.0,9.5,0.5194805194805194,8.0,7.4
251,1995,14,57,1,7,2,1,Finished,0,13.850000000000001,16.9,13.666666666666666,10.981132075471699,0.5409836065573771,7.0,6.2
251,1995,14,49,15,10,3,1,Finished,0,8.05,8.65,18.0,16.25,0.4444444444444444,10.0,11.2
251,1995,14,87,1,9,4,1,Finished,0,10.15,15.75,14.666666666666666,10.814814814814815,0.5789473684210527,9.0,10.0
251,1995,14,63,25,16,5,11,+1 Lap,0,13.75,17.8,12.794050599798199,13.422222222222222,0.46153846153846156,16.0,15.4
251,1995,14,96,15,14,6,11,+1 Lap,0,12.299999999999999,6.499999999999999,12.794050599798199,13.6,0.2857142857142857,14.0,15.6
251,1995,14,97,29,15,7,11,+1 Lap,0,12.794050599798199,20.45,12.794050599798199,22.0,1.0,15.0,18.0
251,1995,14,89,29,20,8,11,+1 Lap,0,20.6,16.95,12.794050599798199,20.333333333333332,0.8333333333333334,20.0,18.4
251,1995,14,64,28,23,9,13,+3 Laps,0,21.8,19.4,12.794050599798199,12.794050599798199,0.7272727272727273,23.0,22.2
251,1995,14,79,25,17,10,16,+6 Laps,0,17.700000000000003,13.45,11.666666666666666,13.23913043478261,0.7288135593220338,17.0,16.4
251,1995,14,55,6,5,11,67,Wheel bearing,1,9.4,14.900000000000002,15.833333333333334,9.770833333333334,0.5051546391752577,5.0,5.6
251,1995,14,22,17,6,12,8,Clutch,1,8.7,12.2,14.5,17.625,0.5348837209302325,6.0,9.0
251,1995,14,56,17,12,13,5,Engine,1,14.15,10.05,14.0,17.0,0.6153846153846154,12.0,7.6
251,1995,14,77,6,3,14,22,Suspension,1,12.350000000000001,12.05,6.2727272727272725,9.779310344827586,0.47126436781609193,3.0,4.0
251,1995,14,69,18,18,15,20,Spun off,1,12.0,13.650000000000002,10.0,17.894736842105264,0.56,18.0,16.4
251,1995,14,30,22,2,16,4,Collision,1,5.25,5.3,8.0,9.052631578947368,0.3333333333333333,2.0,5.0
251,1995,14,71,3,4,17,4,Collision,1,8.149999999999999,11.75,1.0,9.515151515151516,0.35294117647058826,4.0,2.4
251,1995,14,44,27,13,18,20,Spun off,1,8.25,11.600000000000001,10.0,14.454545454545455,0.18518518518518517,13.0,10.0
251,1995,14,14,3,1,19,20,Spun off,1,4.65,5.1000000000000005,6.0,9.735294117647058,0.47368421052631576,1.0,3.2
251,1995,14,84,27,11,20,29,Puncture,1,9.850000000000001,9.05,10.125,14.558823529411764,0.5448275862068965,11.0,11.0
251,1995,14,86,30,24,21,20,Spun off,1,12.794050599798199,15.349999999999998,12.794050599798199,27.5,1.0,24.0,23.666666666666668
251,1995,14,83,18,19,22,7,Transmission,1,13.0,10.15,11.0,17.75,0.5,19.0,19.5
251,1995,14,85,30,21,23,3,Accident,1,15.799999999999999,17.150000000000002,12.794050599798199,25.333333333333332,0.75,21.0,22.2
251,1995,14,90,28,22,24,3,Accident,1,15.35,17.749999999999996,29.666666666666668,9.0,0.7941176470588235,22.0,22.2
252,1995,27,14,3,1,1,1,Finished,0,6.1000000000000005,8.2,2.0,10.409090909090908,0.5,1.0,2.8
252,1995,27,30,22,3,2,1,Finished,0,9.2,7.4,4.666666666666667,9.0,0.34375,3.0,5.0
252,1995,27,71,3,2,3,1,Finished,0,13.55,10.85,2.0,10.0,0.36538461538461536,2.0,3.0
252,1995,27,77,6,4,4,1,Finished,0,12.4,18.05,13.272727272727273,10.863636363636363,0.4742857142857143,4.0,3.2
252,1995,27,55,6,7,5,1,Finished,0,11.55,16.4,12.2,10.565217391304348,0.5102040816326531,7.0,5.8
252,1995,27,49,15,5,6,11,+1 Lap,0,6.6000000000000005,7.550000000000001,23.0,13.75,0.42857142857142855,5.0,10.8
252,1995,27,65,22,6,7,11,+1 Lap,0,2.8000000000000003,4.1,21.6,8.631578947368421,0.5128205128205128,6.0,7.0
252,1995,27,84,27,9,8,11,+1 Lap,0,11.25,11.5,11.625,15.727272727272727,0.547945205479452,9.0,10.4
252,1995,27,87,1,12,9,11,+1 Lap,0,9.3,15.05,20.666666666666668,7.7272727272727275,0.5689655172413793,12.0,9.2
252,1995,27,56,17,10,10,11,+1 Lap,0,17.0,12.05,7.0,13.125,0.6296296296296297,10.0,7.8
252,1995,27,22,17,8,11,11,+1 Lap,0,11.0,11.25,8.5,12.777777777777779,0.5454545454545454,8.0,9.2
252,1995,27,96,15,14,12,11,+1 Lap,0,8.049999999999999,6.0,12.794050599798199,12.2,0.25,14.0,15.4
252,1995,27,63,25,15,13,12,+2 Laps,0,12.5,12.55,12.794050599798199,17.05,0.42857142857142855,15.0,15.8
252,1995,27,69,18,18,14,13,+3 Laps,0,11.399999999999999,12.349999999999998,14.0,13.421052631578947,0.5769230769230769,18.0,16.6
252,1995,27,89,29,19,15,13,+3 Laps,0,18.95,15.9,12.794050599798199,14.875,0.7692307692307693,19.0,18.8
252,1995,27,64,28,22,16,15,+5 Laps,0,19.650000000000002,17.450000000000003,12.794050599798199,12.794050599798199,0.6666666666666666,22.0,22.2
252,1995,27,90,28,23,17,17,+7 Laps,0,15.8,14.049999999999999,22.333333333333332,16.0,0.7971014492753623,23.0,21.8
